SaleID,Date,StoreID,ProductID,Qty,SalePrice,DiscountPct,PaymentMethod
SALE0890,2024-01-26,S004,P028,9,1408.92,10,UPI
SALE0891,2024-04-21,S005,P012,11,2917.43,0,Card
SALE0892,2024-04-16,S002,P017,18,318.0,0,Cash
SALE0893,2024-06-09,S005,P020,15,317.48,5,EMI
SALE0894,2024-05-14,S002,P007,15,1231.19,10,UPI
SALE0895,2024-04-19,S003,P030,15,1455.85,5,EMI
SALE0896,2024-01-07,S005,P002,14,21432.67,0,UPI
SALE0897,2024-05-11,S005,P016,12,503.59,10,UPI
SALE0898,2024-02-02,S004,P004,13,18058.2,5,EMI
SALE0899,2024-01-15,S001,P004,9,19029.88,15,Cash
SALE0900,2024-01-25,S005,P022,10,273.74,15,UPI
SALE0901,2024-05-29,S001,P004,17,18479.45,0,Card
SALE0902,2024-05-23,S002,P034,16,4473.58,15,Card
SALE0903,2024-01-02,S003,P020,16,326.16,0,Cash
SALE0904,2024-02-09,S001,P005,20,2761.0,10,Cash
SALE0905,2024-01-27,S002,P016,16,482.3,10,EMI
SALE0906,2024-02-01,S001,P026,10,1641.56,0,Card
SALE0907,2024-06-05,S003,P035,15,2942.62,10,Cash
SALE0908,2024-06-11,S002,P028,1,1087.17,15,Card
SALE0909,2024-06-28,S005,P011,18,3693.73,5,UPI
SALE0910,2024-05-30,S001,P019,16,172.87,0,EMI
SALE0911,2024-04-28,S001,P025,14,1072.8,0,Cash
SALE0912,2024-01-31,S004,P019,19,174.3,10,UPI
SALE0913,2024-04-23,S005,P003,2,5662.17,0,Card
SALE0914,2024-03-11,S004,P030,1,1756.2,0,Card
SALE0915,2024-04-09,S005,P023,17,58.64,15,Card
SALE0916,2024-03-27,S005,P023,15,74.84,0,UPI
SALE0917,2024-01-18,S004,P020,16,298.59,5,Card
SALE0918,2024-06-17,S005,P037,17,542.81,15,UPI
SALE0919,2024-03-30,S005,P038,19,2407.51,5,Cash
SALE0920,2024-02-10,S001,P003,8,4229.79,0,EMI
SALE0921,2024-02-29,S003,P031,8,691.29,0,EMI
SALE0922,2024-01-16,S001,P027,20,526.61,0,Cash
SALE0923,2024-06-04,S003,P029,1,2493.4,0,Cash
SALE0924,2024-02-04,S004,P029,19,2209.46,0,UPI
SALE0925,2024-06-22,S004,P032,10,900.09,15,Card
SALE0926,2024-02-19,S005,P028,3,1260.99,15,Cash
SALE0927,2024-02-05,S001,P014,1,1540.5,5,Cash
SALE0928,2024-06-23,S002,P022,17,267.12,0,EMI
SALE0929,2024-04-01,S003,P033,20,1784.52,0,Cash
SALE0930,2024-06-09,S004,P029,13,2455.06,10,Cash
SALE0931,2024-03-17,S005,P009,4,419.26,0,Cash
SALE0932,2024-03-25,S005,P039,1,658.29,0,UPI
SALE0933,2024-01-18,S003,P025,6,1126.08,0,Card
SALE0934,2024-05-08,S005,P034,10,4956.15,0,Cash
SALE0935,2024-03-08,S004,P038,1,1924.6,5,UPI
SALE0936,2024-01-16,S003,P013,5,1115.74,15,UPI
SALE0937,2024-05-06,S002,P004,3,18882.55,10,Cash
SALE0938,2024-04-16,S001,P023,20,75.44,0,EMI
SALE0939,2024-01-11,S003,P009,4,404.98,10,Card
SALE0940,2024-05-02,S004,P023,10,76.48,0,Cash
SALE0941,2024-02-20,S001,P004,18,17681.6,5,Cash
SALE0942,2024-01-14,S004,P036,13,577.57,15,Card
SALE0943,2024-05-20,S004,P028,5,1056.88,0,UPI
SALE0944,2024-03-28,S002,P023,14,79.87,0,Card
SALE0945,2024-01-03,S005,P006,8,32038.2,10,Cash
SALE0946,2024-01-15,S002,P001,3,55404.47,5,Card
SALE0947,2024-03-21,S001,P019,12,188.11,0,UPI
SALE0948,2024-04-11,S005,P009,16,512.83,15,Cash
SALE0949,2024-05-19,S003,P005,7,2426.74,15,UPI
SALE0950,2024-03-18,S004,P015,12,4753.47,0,Card
SALE0951,2024-03-22,S003,P034,18,5147.52,0,UPI
SALE0952,2024-05-04,S005,P027,9,491.09,0,Card
SALE0953,2024-02-23,S005,P020,4,298.13,0,Cash
SALE0954,2024-06-15,S004,P016,15,674.91,0,EMI
SALE0955,2024-03-12,S003,P003,19,4737.45,0,Cash
SALE0956,2024-04-08,S005,P018,16,224.29,5,EMI
SALE0957,2024-02-27,S001,P029,7,2072.45,15,EMI
SALE0958,2024-06-18,S001,P035,10,2171.4,0,Cash
SALE0959,2024-03-08,S003,P039,19,656.34,0,UPI
SALE0960,2024-04-19,S004,P040,2,1079.56,10,EMI
SALE0961,2024-04-28,S005,P019,14,186.17,10,UPI
SALE0962,2024-04-29,S004,P011,8,3592.57,0,UPI
SALE0963,2024-03-04,S001,P018,18,251.08,10,EMI
SALE0964,2024-03-11,S005,P003,12,4533.72,0,Cash
SALE0965,2024-05-25,S003,P008,11,4210.99,0,EMI
SALE0966,2024-04-22,S001,P030,1,1480.43,0,EMI
SALE0967,2024-04-14,S002,P036,2,542.51,0,UPI
SALE0968,2024-03-21,S005,P040,3,952.07,0,UPI
SALE0969,2024-02-02,S004,P017,8,372.81,0,Cash
SALE0970,2024-06-16,S001,P015,2,3833.78,10,EMI
SALE0971,2024-01-11,S003,P038,18,2489.94,0,UPI
SALE0972,2024-06-22,S001,P017,12,361.38,0,Card
SALE0973,2024-01-20,S001,P023,17,68.1,10,Cash
SALE0974,2024-03-24,S002,P016,19,554.23,15,EMI
SALE0975,2024-03-13,S004,P005,5,2018.45,10,UPI
SALE0976,2024-06-15,S004,P022,12,264.68,0,Cash
SALE0977,2024-01-12,S003,P011,10,4772.09,10,Cash
SALE0978,2024-02-24,S005,P007,11,1155.8,15,UPI
SALE0979,2024-05-29,S004,P014,2,1712.82,0,EMI
SALE0980,2024-02-27,S001,P006,19,33106.08,10,EMI
SALE0981,2024-05-15,S001,P035,2,2707.7,15,EMI
SALE0982,2024-02-19,S003,P021,19,104.25,0,UPI
SALE0983,2024-02-29,S003,P016,15,542.5,0,Card
SALE0984,2024-04-02,S004,P029,3,2051.3,10,Cash
SALE0985,2024-06-03,S004,P024,8,44.77,5,Card
SALE0986,2024-05-17,S002,P037,8,652.51,5,Card
SALE0987,2024-03-14,S003,P039,11,681.72,0,EMI
SALE0988,2024-02-07,S005,P027,19,576.93,0,Card
SALE0989,2024-02-12,S001,P030,4,1454.85,10,EMI
SALE0990,2024-01-09,S002,P007,14,955.6,0,Cash
SALE0991,2024-05-15,S005,P009,13,555.6,0,Card
SALE0992,2024-03-02,S005,P026,10,1468.25,0,Cash
SALE0993,2024-03-31,S001,P003,15,5666.7,15,EMI
SALE0994,2024-05-02,S003,P028,5,1327.21,15,Cash
SALE0995,2024-05-31,S001,P010,19,1676.79,15,EMI
SALE0996,2024-04-22,S003,P025,6,967.77,10,UPI
SALE0997,2024-03-17,S002,P007,16,1086.03,10,EMI
SALE0998,2024-04-08,S003,P019,11,198.14,0,Cash
SALE0999,2024-05-12,S004,P014,9,1665.37,10,UPI
SALE1000,2024-03-13,S003,P007,6,994.51,0,EMI
